TF,RBP,event_id,shared_exact_events_in_pair,jaccard_similarity,tf_event_count,rbp_event_count,percent_of_tf_events,percent_of_rbp_events,tf_gene_id,tf_gene_name,tf_event_type,tf_experiments,tf_experiment_count,tf_dPSI_values,tf_p_values,tf_source_files,tf_row_count,rbp_gene_id,rbp_gene_name,rbp_event_type,rbp_experiments,rbp_experiment_count,rbp_dPSI_values,rbp_p_values,rbp_source_files,rbp_row_count,gene_id,gene_name,event_type
CLAMP,CG1316,FBgn0030693;A5:X:15795101-15795810:15795101-15796002:-,51,0.07183098591549296,408,353,12.5,14.44759206798867,FBgn0030693,CG8974,A5,Brain_Adult,1,0.3275524679 | 0.3275524679 | 0.3275524679,0.0344655345 | 0.0344655345 | 0.0344655345,significant_splicing_events_tf - CLAMP.csv,3,FBgn0030693,FBgn0030693,A5,CG1316,1,-0.2591347036,0.020979021,significant_splicing_events_rbp - CG1316.csv,1,FBgn0030693,CG8974,A5
CLAMP,CG1316,FBgn0030699;AF:X:15844476:15844531-15845327:15844637:15844672-15845327:+,51,0.07183098591549296,408,353,12.5,14.44759206798867,FBgn0030699,CG8578,AF,Brain_Adult | Brain_L3,2,-0.2291582833 | -0.2331215911 | -0.2291582833 | -0.2331215911 | -0.2291582833 | -0.2331215911 | -0.2005781107 | -0.2005781107 | -0.2005781107,0.0264735265 | 0.0204795205 | 0.0264735265 | 0.0204795205 | 0.0264735265 | 0.0204795205 | 0.0234765235 | 0.0234765235 | 0.0234765235,significant_splicing_events_tf - CLAMP.csv,9,FBgn0030699,FBgn0030699,AF,CG1316,1,-0.2487988453,0.035964036,significant_splicing_events_rbp - CG1316.csv,1,FBgn0030699,CG8578,AF
CLAMP,CG1316,FBgn0031453;A5:2L:2752840-2753372:2752837-2753372:+,51,0.07183098591549296,408,353,12.5,14.44759206798867,FBgn0031453,Bacc,A5,Brain_Adult | Brain_L3,2,-0.1576714911 | -0.1856864824 | -0.1576714911 | -0.1856864824 | -0.1576714911 | -0.1856864824 | 0.1787102266 | 0.1770314636 | 0.1787102266 | 0.1770314636 | 0.1787102266 | 0.1770314636,0.0084915085 | 0.004995005 | 0.0084915085 | 0.004995005 | 0.0084915085 | 0.004995005 | 0.007992008 | 0.002997003 | 0.007992008 | 0.002997003 | 0.007992008 | 0.002997003,significant_splicing_events_tf - CLAMP.csv,12,FBgn0031453,FBgn0031453,A5,CG1316,1,0.150878209,0.0164835165,significant_splicing_events_rbp - CG1316.csv,1,FBgn0031453,Bacc,A5
CLAMP,CG1316,FBgn0031866;RI:2L:6896832:6896862-6897094:6898086:+,51,0.07183098591549296,408,353,12.5,14.44759206798867,FBgn0031866,Nlg2,RI,Brain_L3,1,0.3499562574 | 0.3499562574 | 0.3499562574,0.0494505495 | 0.0494505495 | 0.0494505495,significant_splicing_events_tf - CLAMP.csv,3,FBgn0031866,FBgn0031866,RI,CG1316,1,0.39456779,0.018981019,significant_splicing_events_rbp - CG1316.csv,1,FBgn0031866,Nlg2,RI
CLAMP,CG1316,FBgn0032196;SE:2L:10225811-10225874:10225965-10226665:-,51,0.07183098591549296,408,353,12.5,14.44759206798867,FBgn0032196,CG5708,SE,Brain_Adult,1,0.1123388643 | 0.1123388643,0.041958042 | 0.041958042,significant_splicing_events_tf - CLAMP.csv,2,FBgn0032196,FBgn0032196,SE,CG1316,1,-0.2116135694,0.021978022,significant_splicing_events_rbp - CG1316.csv,1,FBgn0032196,CG5708,SE
CLAMP,CG1316,FBgn0032946;A3:2L:21380361-21382019:21380361-21382042:+,51,0.07183098591549296,408,353,12.5,14.44759206798867,FBgn0032946,nrv3,A3,Brain_Adult,1,-0.1568601341 | -0.1563386132 | -0.1568601341 | -0.1563386132 | -0.1568601341 | -0.1563386132,0.005994006 | 0.0044955045 | 0.005994006 | 0.0044955045 | 0.005994006 | 0.0044955045,significant_splicing_events_tf - CLAMP.csv,6,FBgn0032946,FBgn0032946,A3,CG1316,1,-0.1585258706,0.0194805195,significant_splicing_events_rbp - CG1316.csv,1,FBgn0032946,nrv3,A3
CLAMP,CG1316,FBgn0033484;A5:2R:10087768-10090543:10087604-10090543:+,51,0.07183098591549296,408,353,12.5,14.44759206798867,FBgn0033484,CG2269,A5,Brain_Adult | Brain_L3,2,0.1653371376 | 0.1653371376 | 0.1653371376 | -0.0882692876 | -0.0882692876 | -0.0882692876,0.01998002 | 0.01998002 | 0.01998002 | 0.013986014 | 0.013986014 | 0.013986014,significant_splicing_events_tf - CLAMP.csv,6,FBgn0033484,FBgn0033484,A5,CG1316,1,0.0928910702,0.0464535465,significant_splicing_events_rbp - CG1316.csv,1,FBgn0033484,CG2269,A5
CLAMP,CG1316,FBgn0033538;RI:2R:10640514:10640584-10640666:10640990:+,51,0.07183098591549296,408,353,12.5,14.44759206798867,FBgn0033538,CG11883,RI,Brain_Adult,1,0.5223028566 | 0.5223028566 | 0.5223028566,0.048951049 | 0.048951049 | 0.048951049,significant_splicing_events_tf - CLAMP.csv,3,FBgn0033538,FBgn0033538,RI,CG1316,1,0.5586442576,0.022977023,significant_splicing_events_rbp - CG1316.csv,1,FBgn0033538,CG11883,RI
CLAMP,CG1316,FBgn0033699;MX:2R:12200039-12200116:12200241-12200775:12200039-12200428:12200550-12200775:-,51,0.07183098591549296,408,353,12.5,14.44759206798867,FBgn0033699,RpS11,MX,Brain_Adult,1,-0.0413022399 | -0.0413022399 | -0.0413022399,0.032967033 | 0.032967033 | 0.032967033,significant_splicing_events_tf - CLAMP.csv,3,FBgn0033699,FBgn0033699,MX,CG1316,1,0.1527790672,0.040959041,significant_splicing_events_rbp - CG1316.csv,1,FBgn0033699,RpS11,MX
CLAMP,CG1316,FBgn0035425;AF:3L:3238982-3239242:3239373:3238982-3239422:3239578:-,51,0.07183098591549296,408,353,12.5,14.44759206798867,FBgn0035425,CG17746,AF,Brain_Adult | Brain_L3,2,0.2223103729 | 0.1998170951 | 0.2223103729 | 0.1998170951 | 0.2223103729 | 0.1998170951 | 0.2177847267 | 0.2177847267 | 0.2177847267,0.0244755245 | 0.0264735265 | 0.0244755245 | 0.0264735265 | 0.0244755245 | 0.0264735265 | 0.0394605395 | 0.0394605395 | 0.0394605395,significant_splicing_events_tf - CLAMP.csv,9,FBgn0035425,FBgn0035425,AF,CG1316,1,-0.2184401517,0.031968032,significant_splicing_events_rbp - CG1316.csv,1,FBgn0035425,CG17746,AF
CLAMP,CG1316,FBgn0035534;RI:3L:4364550:4364585-4364679:4364745:+,51,0.07183098591549296,408,353,12.5,14.44759206798867,FBgn0035534,mRpS6,RI,Brain_Adult | Brain_L3,2,0.1297789506 | 0.1297789506 | 0.1297789506 | -0.2019734647 | -0.2019734647 | -0.2019734647,0.0444555445 | 0.0444555445 | 0.0444555445 | 0.015984016 | 0.015984016 | 0.015984016,significant_splicing_events_tf - CLAMP.csv,6,FBgn0035534,FBgn0035534,RI,CG1316,1,-0.5411726531,0.0004995005,significant_splicing_events_rbp - CG1316.csv,1,FBgn0035534,mRpS6,RI
CLAMP,CG1316,FBgn0036239;A3:3L:12001931-12002586:12001865-12002586:-,51,0.07183098591549296,408,353,12.5,14.44759206798867,FBgn0036239,Pop2,A3,Brain_Adult,1,-0.1839367482 | -0.1839367482 | -0.1839367482,0.0232267732 | 0.0232267732 | 0.0232267732,significant_splicing_events_tf - CLAMP.csv,3,FBgn0036239,FBgn0036239,A3,CG1316,1,0.2215866304,0.0204795205,significant_splicing_events_rbp - CG1316.csv,1,FBgn0036239,Pop2,A3
CLAMP,CG1316,FBgn0036814;A3:3L:18819910-18820400:18819899-18820400:-,51,0.07183098591549296,408,353,12.5,14.44759206798867,FBgn0036814,CG14073,A3,Brain_L3,1,0.5487992359 | 0.5487992359 | 0.5487992359,0.00999001 | 0.00999001 | 0.00999001,significant_splicing_events_tf - CLAMP.csv,3,FBgn0036814,FBgn0036814,A3,CG1316,1,0.2921403851,0.01998002,significant_splicing_events_rbp - CG1316.csv,1,FBgn0036814,CG14073,A3
CLAMP,CG1316,FBgn0037442;RI:3R:6382914:6382968-6383049:6383260:+,51,0.07183098591549296,408,353,12.5,14.44759206798867,FBgn0037442,godzilla,RI,Brain_L3,1,-0.3323224818 | -0.3323224818 | -0.3323224818,0.01998002 | 0.01998002 | 0.01998002,significant_splicing_events_tf - CLAMP.csv,3,FBgn0037442,FBgn0037442,RI,CG1316,1,0.1827710886,0.031968032,significant_splicing_events_rbp - CG1316.csv,1,FBgn0037442,godzilla,RI
CLAMP,CG1316,FBgn0038271;RI:3R:14890231:14890261-14890334:14890426:+,51,0.07183098591549296,408,353,12.5,14.44759206798867,FBgn0038271,CG3731,RI,Brain_Adult | Brain_L3,2,0.2147400171 | 0.3714205373 | 0.2147400171 | 0.3714205373 | 0.2147400171 | 0.3714205373 | -0.1638859238 | -0.1228484594 | -0.1638859238 | -0.1228484594,0.0064935065 | 0.000999001 | 0.0064935065 | 0.000999001 | 0.0064935065 | 0.000999001 | 0.0104895105 | 0.008991009 | 0.0104895105 | 0.008991009,significant_splicing_events_tf - CLAMP.csv,10,FBgn0038271,FBgn0038271,RI,CG1316,1,-0.3165984267,0.005994006,significant_splicing_events_rbp - CG1316.csv,1,FBgn0038271,CG3731,RI
CLAMP,CG1316,FBgn0040207;A3:X:16268205-16268274:16268202-16268274:-,51,0.07183098591549296,408,353,12.5,14.44759206798867,FBgn0040207,kat80,A3,Brain_L3,1,-0.5481507221 | -0.6002583204 | -0.5481507221 | -0.6002583204 | -0.5481507221 | -0.6002583204,0.0014985015 | 0.0004995005 | 0.0014985015 | 0.0004995005 | 0.0014985015 | 0.0004995005,significant_splicing_events_tf - CLAMP.csv,6,FBgn0040207,FBgn0040207,A3,CG1316,1,0.1777760006,0.0434565435,significant_splicing_events_rbp - CG1316.csv,1,FBgn0040207,kat80,A3
CLAMP,CG1316,FBgn0052016;A5:4:958123-958289:958123-958314:-,51,0.07183098591549296,408,353,12.5,14.44759206798867,FBgn0052016,4E-T,A5,Brain_Adult | Brain_L3,2,-0.3685056326 | -0.3685056326 | -0.3685056326 | -0.2047379702 | -0.2047379702 | -0.2047379702,0.011988012 | 0.011988012 | 0.011988012 | 0.041958042 | 0.041958042 | 0.041958042,significant_splicing_events_tf - CLAMP.csv,6,FBgn0052016,FBgn0052016,A5,CG1316,1,0.3249399296,0.0074925075,significant_splicing_events_rbp - CG1316.csv,1,FBgn0052016,4E-T,A5
CLAMP,CG1316,FBgn0052016;RI:4:958006:958123-958314:958392:-,51,0.07183098591549296,408,353,12.5,14.44759206798867,FBgn0052016,4E-T,RI,Brain_Adult,1,-0.1956463755 | -0.1956463755 | -0.1956463755,0.03996004 | 0.03996004 | 0.03996004,significant_splicing_events_tf - CLAMP.csv,3,FBgn0052016,FBgn0052016,RI,CG1316,1,0.2637344846,0.030969031,significant_splicing_events_rbp - CG1316.csv,1,FBgn0052016,4E-T,RI
CLAMP,CG1316,FBgn0052174;AF:3L:17430343-17433550:17433589:17430343-17433599:17433621:-,51,0.07183098591549296,408,353,12.5,14.44759206798867,FBgn0052174,CG32174,AF,Brain_Adult | Brain_L3,2,-0.3018736234 | -0.3018736234 | -0.3018736234 | -0.476966488 | 0.25 | -0.476966488 | 0.25 | -0.476966488 | 0.25,0.041958042 | 0.041958042 | 0.041958042 | 0.0214785215 | 0.038961039 | 0.0214785215 | 0.038961039 | 0.0214785215 | 0.038961039,significant_splicing_events_tf - CLAMP.csv,9,FBgn0052174,FBgn0052174,AF,CG1316,1,-0.5,0.0284715285,significant_splicing_events_rbp - CG1316.csv,1,FBgn0052174,CG32174,AF
CLAMP,CG1316,FBgn0052581;A5:X:15798271-15798971:15798271-15799054:-,51,0.07183098591549296,408,353,12.5,14.44759206798867,FBgn0052581,CG32581,A5,Brain_L3,1,-0.8917673762 | -0.8917673762 | -0.8917673762,0.0064935065 | 0.0064935065 | 0.0064935065,significant_splicing_events_tf - CLAMP.csv,3,FBgn0052581,FBgn0052581,A5,CG1316,1,-0.1633814057,0.018981019,significant_splicing_events_rbp - CG1316.csv,1,FBgn0052581,CG32581,A5
CLAMP,CG1316,FBgn0259700;AF:X:16095690-16095897:16095922:16095690-16096527:16096663:-,51,0.07183098591549296,408,353,12.5,14.44759206798867,FBgn0259700,CG42354,AF,Brain_Adult | Brain_L3,2,0.4114582584 | 0.4114582584 | 0.4114582584 | 0.2338338278 | 0.2300822783 | 0.2338338278 | 0.2300822783 | 0.2338338278 | 0.2300822783,0.045954046 | 0.045954046 | 0.045954046 | 0.03996004 | 0.007992008 | 0.03996004 | 0.007992008 | 0.03996004 | 0.007992008,significant_splicing_events_tf - CLAMP.csv,9,FBgn0259700,FBgn0259700,AF,CG1316,1,-0.2854389634,0.020979021,significant_splicing_events_rbp - CG1316.csv,1,FBgn0259700,CG42354,AF
CLAMP,CG1316,FBgn0259740;RI:3R:10851285:10851488-10851541:10851788:+,51,0.07183098591549296,408,353,12.5,14.44759206798867,FBgn0259740,CG42394,RI,Brain_L3,1,-0.2490506505 | -0.2490506505 | -0.2490506505,0.0277222777 | 0.0277222777 | 0.0277222777,significant_splicing_events_tf - CLAMP.csv,3,FBgn0259740,FBgn0259740,RI,CG1316,1,0.3609877419,0.036963037,significant_splicing_events_rbp - CG1316.csv,1,FBgn0259740,CG42394,RI
CLAMP,CG1316,FBgn0260388;A5:3L:16495536-16496053:16495536-16496139:-,51,0.07183098591549296,408,353,12.5,14.44759206798867,FBgn0260388,CG42514,A5,Brain_L3,1,-0.75 | -0.6509787005 | -0.75 | -0.6509787005 | -0.75 | -0.6509787005,0.0144855145 | 0.0224775225 | 0.0144855145 | 0.0224775225 | 0.0144855145 | 0.0224775225,significant_splicing_events_tf - CLAMP.csv,6,FBgn0260388,FBgn0260388,A5,CG1316,1,-0.2775417536,0.035964036,significant_splicing_events_rbp - CG1316.csv,1,FBgn0260388,CG42514,A5
CLAMP,CG1316,FBgn0267252;A5:2L:9256814-9256893:9256696-9256893:+,51,0.07183098591549296,408,353,12.5,14.44759206798867,FBgn0267252,Ggamma30A,A5,Brain_Adult,1,-0.3439585862 | -0.3192191446 | -0.3439585862 | -0.3192191446 | -0.3439585862 | -0.3192191446,0.0494505495 | 0.038961039 | 0.0494505495 | 0.038961039 | 0.0494505495 | 0.038961039,significant_splicing_events_tf - CLAMP.csv,6,FBgn0267252,FBgn0267252,A5,CG1316,1,0.2160237591,0.005994006,significant_splicing_events_rbp - CG1316.csv,1,FBgn0267252,Ggamma30A,A5
CLAMP,CG1316,FBgn0267252;RI:2L:9256563:9256814-9256893:9257206:+,51,0.07183098591549296,408,353,12.5,14.44759206798867,FBgn0267252,Ggamma30A,RI,Brain_Adult,1,0.2881405574 | 0.1826383242 | 0.2881405574 | 0.1826383242 | 0.2881405574 | 0.1826383242,0.0494505495 | 0.0434565435 | 0.0494505495 | 0.0434565435 | 0.0494505495 | 0.0434565435,significant_splicing_events_tf - CLAMP.csv,6,FBgn0267252,FBgn0267252,RI,CG1316,1,-0.212053651,0.027972028,significant_splicing_events_rbp - CG1316.csv,1,FBgn0267252,Ggamma30A,RI
Ubx,METTL3,FBgn0000017;SE:3L:16629206-16631377:16631430-16646810:-,112,0.06952203600248293,822,901,13.62530413625304,12.430632630410654,FBgn0000017,FBgn0000017,SE,3rd_instar_brain,1,-0.1061511989,0.0,significant_splicing_events_tf - Ubx.csv,1,FBgn0000017,FBgn0000017,SE,ElavGal4_5day | RepoGal4_5day,2,-0.3296464862 | 0.4534753842,0.0384615385 | 0.02997003,significant_splicing_events_rbp - mettl3.csv,2,FBgn0000017,FBgn0000017,SE
Ubx,METTL3,FBgn0000024;AL:3R:13222951:13223378-13232679:13228242:13229770-13232679:-,112,0.06952203600248293,822,901,13.62530413625304,12.430632630410654,FBgn0000024,FBgn0000024,AL,3rd_instar_brain,1,0.032810452,0.0444555445,significant_splicing_events_tf - Ubx.csv,1,FBgn0000024,FBgn0000024,AL,ElavGal4_5day,1,-0.4209495093,0.040959041,significant_splicing_events_rbp - mettl3.csv,1,FBgn0000024,FBgn0000024,AL
Ubx,METTL3,FBgn0000064;AL:3R:26254603:26255431-26256933:26255966:26256307-26256933:-,112,0.06952203600248293,822,901,13.62530413625304,12.430632630410654,FBgn0000064,FBgn0000064,AL,3rd_instar_brain,1,-0.0771560384,0.005994006,significant_splicing_events_tf - Ubx.csv,1,FBgn0000064,FBgn0000064,AL,RepoGal4_34day,1,0.2723954673,0.041958042,significant_splicing_events_rbp - mettl3.csv,1,FBgn0000064,FBgn0000064,AL
Ubx,METTL3,FBgn0000636;AL:2L:18387317-18388382:18390710:18387317-18392245:18392911:+,112,0.06952203600248293,822,901,13.62530413625304,12.430632630410654,FBgn0000636,FBgn0000636,AL,3rd_instar_brain,1,0.0596064867,0.037962038,significant_splicing_events_tf - Ubx.csv,1,FBgn0000636,FBgn0000636,AL,RepoGal4_34day,1,0.2657100229,0.048951049,significant_splicing_events_rbp - mettl3.csv,1,FBgn0000636,FBgn0000636,AL
Ubx,METTL3,FBgn0000636;AL:2L:18387317-18388382:18390710:18387317-18392245:18393441:+,112,0.06952203600248293,822,901,13.62530413625304,12.430632630410654,FBgn0000636,FBgn0000636,AL,3rd_instar_brain,1,0.0516808992,0.037962038,significant_splicing_events_tf - Ubx.csv,1,FBgn0000636,FBgn0000636,AL,RepoGal4_34day,1,-0.6461699273,0.034965035,significant_splicing_events_rbp - mettl3.csv,1,FBgn0000636,FBgn0000636,AL
Ubx,METTL3,FBgn0001145;A3:X:11424103-11424265:11424103-11424282:+,112,0.06952203600248293,822,901,13.62530413625304,12.430632630410654,FBgn0001145,FBgn0001145,A3,3rd_instar_brain,1,-0.155771524,0.001998002,significant_splicing_events_tf - Ubx.csv,1,FBgn0001145,FBgn0001145,A3,ElavGal4_5day | RepoGal4_5day,2,-0.2326003772 | 0.2147846202,0.0262237762 | 0.0487012987,significant_splicing_events_rbp - mettl3.csv,2,FBgn0001145,FBgn0001145,A3
Ubx,METTL3,FBgn0001145;A3:X:11424103-11424270:11424103-11424282:+,112,0.06952203600248293,822,901,13.62530413625304,12.430632630410654,FBgn0001145,FBgn0001145,A3,3rd_instar_brain,1,-0.0787926885,0.007992008,significant_splicing_events_tf - Ubx.csv,1,FBgn0001145,FBgn0001145,A3,ElavGal4_5day | RepoGal4_5day,2,-0.1950768019 | 0.224177068,0.0262237762 | 0.0487012987,significant_splicing_events_rbp - mettl3.csv,2,FBgn0001145,FBgn0001145,A3
Ubx,METTL3,FBgn0002413;RI:3R:31060375:31060464-31061070:31061210:-,112,0.06952203600248293,822,901,13.62530413625304,12.430632630410654,FBgn0002413,FBgn0002413,RI,3rd_instar_brain,1,0.0887309906,0.034965035,significant_splicing_events_tf - Ubx.csv,1,FBgn0002413,FBgn0002413,RI,DaGal4_34day,1,0.2947399145,0.03996004,significant_splicing_events_rbp - mettl3.csv,1,FBgn0002413,FBgn0002413,RI
Ubx,METTL3,FBgn0003353;A5:2R:24049283-24049423:24049247-24049423:+,112,0.06952203600248293,822,901,13.62530413625304,12.430632630410654,FBgn0003353,FBgn0003353,A5,3rd_instar_brain,1,-0.1141089254,0.014985015,significant_splicing_events_tf - Ubx.csv,1,FBgn0003353,FBgn0003353,A5,ElavGal4_5day | RepoGal4_5day,2,-0.2929928858 | 0.3866515289,0.042957043 | 0.0444555445,significant_splicing_events_rbp - mettl3.csv,2,FBgn0003353,FBgn0003353,A5
Ubx,METTL3,FBgn0003607;RI:2L:8210730:8210861-8210979:8211122:-,112,0.06952203600248293,822,901,13.62530413625304,12.430632630410654,FBgn0003607,FBgn0003607,RI,3rd_instar_brain,1,0.1195445045,0.0,significant_splicing_events_tf - Ubx.csv,1,FBgn0003607,FBgn0003607,RI,ElavGal4_5day,1,0.226956357,0.0484515485,significant_splicing_events_rbp - mettl3.csv,1,FBgn0003607,FBgn0003607,RI
Ubx,METTL3,FBgn0003721;RI:3R:15288012:15288102-15288253:15289439:+,112,0.06952203600248293,822,901,13.62530413625304,12.430632630410654,FBgn0003721,FBgn0003721,RI,3rd_instar_brain,1,-0.2378329112,0.0,significant_splicing_events_tf - Ubx.csv,1,FBgn0003721,FBgn0003721,RI,ElavGal4_34day,1,-0.7602623179,0.033966034,significant_splicing_events_rbp - mettl3.csv,1,FBgn0003721,FBgn0003721,RI
Ubx,METTL3,FBgn0004435;A5:2R:12612884-12615907:12612851-12615907:+,112,0.06952203600248293,822,901,13.62530413625304,12.430632630410654,FBgn0004435,FBgn0004435,A5,3rd_instar_brain,1,0.0500350985,0.02997003,significant_splicing_events_tf - Ubx.csv,1,FBgn0004435,FBgn0004435,A5,DaGal4_34day,1,0.1416810023,0.046953047,significant_splicing_events_rbp - mettl3.csv,1,FBgn0004435,FBgn0004435,A5
Ubx,METTL3,FBgn0004435;SE:2R:12612851-12613567:12614345-12615907:+,112,0.06952203600248293,822,901,13.62530413625304,12.430632630410654,FBgn0004435,FBgn0004435,SE,3rd_instar_brain,1,0.0870771859,0.01998002,significant_splicing_events_tf - Ubx.csv,1,FBgn0004435,FBgn0004435,SE,DaGal4_34day,1,0.1890716727,0.00999001,significant_splicing_events_rbp - mettl3.csv,1,FBgn0004435,FBgn0004435,SE
Ubx,METTL3,FBgn0005672;SE:2L:19569226-19571572:19571767-19577186:-,112,0.06952203600248293,822,901,13.62530413625304,12.430632630410654,FBgn0005672,FBgn0005672,SE,3rd_instar_brain,1,0.0617200159,0.006993007,significant_splicing_events_tf - Ubx.csv,1,FBgn0005672,FBgn0005672,SE,ElavGal4_5day,1,-0.3731847625,0.017982018,significant_splicing_events_rbp - mettl3.csv,1,FBgn0005672,FBgn0005672,SE
Ubx,METTL3,FBgn0010014;AF:X:5332499:5332518-5333053:5332742:5332827-5333053:+,112,0.06952203600248293,822,901,13.62530413625304,12.430632630410654,FBgn0010014,FBgn0010014,AF,3rd_instar_brain,1,-0.0741060695,0.0004995005,significant_splicing_events_tf - Ubx.csv,1,FBgn0010014,FBgn0010014,AF,DaGal4_34day | ElavGal4_5day,2,-0.1969832994 | -0.0710345352,0.0474525475 | 0.0474525475,significant_splicing_events_rbp - mettl3.csv,2,FBgn0010014,FBgn0010014,AF
Ubx,METTL3,FBgn0010226;AF:2R:17095060-17096804:17096977:17095060-17099492:17099501:-,112,0.06952203600248293,822,901,13.62530413625304,12.430632630410654,FBgn0010226,FBgn0010226,AF,3rd_instar_brain,1,0.1052366162,0.0344655345,significant_splicing_events_tf - Ubx.csv,1,FBgn0010226,FBgn0010226,AF,ElavGal4_5day,1,0.4212317719,0.0284715285,significant_splicing_events_rbp - mettl3.csv,1,FBgn0010226,FBgn0010226,AF
Ubx,METTL3,FBgn0010551;AL:2R:18821283-18821490:18821839:18821283-18821976:18822250:+,112,0.06952203600248293,822,901,13.62530413625304,12.430632630410654,FBgn0010551,FBgn0010551,AL,3rd_instar_brain,1,0.0895530275,0.0004995005,significant_splicing_events_tf - Ubx.csv,1,FBgn0010551,FBgn0010551,AL,DaGal4_5day,1,0.0934010286,0.0184815185,significant_splicing_events_rbp - mettl3.csv,1,FBgn0010551,FBgn0010551,AL
Ubx,METTL3,FBgn0011260;A3:2R:16516270-16516920:16516270-16517019:+,112,0.06952203600248293,822,901,13.62530413625304,12.430632630410654,FBgn0011260,FBgn0011260,A3,3rd_instar_brain,1,-0.1390043741,0.0004995005,significant_splicing_events_tf - Ubx.csv,1,FBgn0011260,FBgn0011260,A3,DaGal4_5day,1,-0.6258958565,0.0144855145,significant_splicing_events_rbp - mettl3.csv,1,FBgn0011260,FBgn0011260,A3
Ubx,METTL3,FBgn0011708;RI:2L:16307346:16307389-16307483:16308329:+,112,0.06952203600248293,822,901,13.62530413625304,12.430632630410654,FBgn0011708,FBgn0011708,RI,3rd_instar_brain,1,-0.0946891872,0.013986014,significant_splicing_events_tf - Ubx.csv,1,FBgn0011708,FBgn0011708,RI,ElavGal4_5day,1,-0.4817239791,0.016983017,significant_splicing_events_rbp - mettl3.csv,1,FBgn0011708,FBgn0011708,RI
Ubx,METTL3,FBgn0013305;MX:2R:12878710-12879052:12879146-12879689:12878710-12879197:12879222-12879689:-,112,0.06952203600248293,822,901,13.62530413625304,12.430632630410654,FBgn0013305,FBgn0013305,MX,3rd_instar_brain,1,0.1929494831,0.0,significant_splicing_events_tf - Ubx.csv,1,FBgn0013305,FBgn0013305,MX,ElavGal4_34day,1,-0.1901463346,0.044955045,significant_splicing_events_rbp - mettl3.csv,1,FBgn0013305,FBgn0013305,MX
Ubx,METTL3,FBgn0013770;SE:2R:13965486-13965605:13965785-13966755:+,112,0.06952203600248293,822,901,13.62530413625304,12.430632630410654,FBgn0013770,FBgn0013770,SE,3rd_instar_brain,1,-0.1523323159,0.0044955045,significant_splicing_events_tf - Ubx.csv,1,FBgn0013770,FBgn0013770,SE,DaGal4_34day,1,0.1623035731,0.0454545455,significant_splicing_events_rbp - mettl3.csv,1,FBgn0013770,FBgn0013770,SE
Ubx,METTL3,FBgn0015222;A3:3R:30387642-30387775:30387602-30387775:-,112,0.06952203600248293,822,901,13.62530413625304,12.430632630410654,FBgn0015222,FBgn0015222,A3,3rd_instar_brain,1,0.0894557039,0.011988012,significant_splicing_events_tf - Ubx.csv,1,FBgn0015222,FBgn0015222,A3,ElavGal4_34day,1,-0.2355409427,0.023976024,significant_splicing_events_rbp - mettl3.csv,1,FBgn0015222,FBgn0015222,A3
Ubx,METTL3,FBgn0015513;SE:3R:23795240-23796385:23796498-23797099:+,112,0.06952203600248293,822,901,13.62530413625304,12.430632630410654,FBgn0015513,FBgn0015513,SE,3rd_instar_brain,1,-0.0670389584,0.0424575425,significant_splicing_events_tf - Ubx.csv,1,FBgn0015513,FBgn0015513,SE,DaGal4_5day | ElavGal4_34day,2,-0.2288182527 | -0.4351867881,0.0084915085 | 0.0444555445,significant_splicing_events_rbp - mettl3.csv,2,FBgn0015513,FBgn0015513,SE
Ubx,METTL3,FBgn0016726;A5:2R:21293874-21294054:21293789-21294054:+,112,0.06952203600248293,822,901,13.62530413625304,12.430632630410654,FBgn0016726,FBgn0016726,A5,3rd_instar_brain,1,-0.0406299773,0.0104895105,significant_splicing_events_tf - Ubx.csv,1,FBgn0016726,FBgn0016726,A5,DaGal4_34day | DaGal4_5day | ElavGal4_34day | ElavGal4_5day | RepoGal4_34day | RepoGal4_5day,6,0.1142541294 | 0.1139994877 | -0.0419967456 | -0.1489831388 | -0.1389007221 | 0.0507206072,0.035964036 | 0.0414585415 | 0.0444555445 | 0.0154845155 | 0.0124875125 | 0.0244755245,significant_splicing_events_rbp - mettl3.csv,6,FBgn0016726,FBgn0016726,A5
Ubx,METTL3,FBgn0020249;AF:3R:8356978:8357095-8358471:8358328:8358404-8358471:+,112,0.06952203600248293,822,901,13.62530413625304,12.430632630410654,FBgn0020249,FBgn0020249,AF,3rd_instar_brain,1,-0.1218087899,0.0194805195,significant_splicing_events_tf - Ubx.csv,1,FBgn0020249,FBgn0020249,AF,DaGal4_34day | DaGal4_5day,2,-0.2004981778 | -0.2901743594,0.047952048 | 0.0134865135,significant_splicing_events_rbp - mettl3.csv,2,FBgn0020249,FBgn0020249,AF
Ubx,METTL3,FBgn0020249;AF:3R:8357331:8357456-8358471:8358328:8358404-8358471:+,112,0.06952203600248293,822,901,13.62530413625304,12.430632630410654,FBgn0020249,FBgn0020249,AF,3rd_instar_brain,1,-0.1033695039,0.035964036,significant_splicing_events_tf - Ubx.csv,1,FBgn0020249,FBgn0020249,AF,DaGal4_34day | DaGal4_5day,2,-0.1812907844 | -0.2023212827,0.047952048 | 0.0134865135,significant_splicing_events_rbp - mettl3.csv,2,FBgn0020249,FBgn0020249,AF
